text,class
CASH 4 YOU payday loans cheques cashed WESTERN UNION,finance_investing
O'Reily AUTO PARTS,other
Salon 206,health_pcare
OSBORNE,other
Medi Spine Clinic CHIROPRACTIC,health_pcare
BARTELL DRUGS,health_pcare
care clinic,health_pcare
Atlantis Cafe,rest_drink
NGUYEN PHARMACY DRIVE THRU,health_pcare
NGUYEN PHARMACY,health_pcare
NGUYEN PHARMACY,health_pcare
Pinker's StyleCrafters,fashion
Auto Salon at Lescbi Professional Auto Detailing,other
KUSAK'S FINE CRYSTAL,other
SOLID GOLD JEWELRY,fashion
SOLID GOLD JEWELRY,fashion
M.L. JEWELRY WE BUY GOLD & DIAMONDS,fashion
DEROSO WE BUY GOLD / COMPRAMOS ORO,fashion
DEROSO WE BUY GOLD / COMPRAMOS ORO,fashion
Lycamobile SMART FOOD & GROCERY,food_beverage
7-ELEVEN 7-ELEVEN 7-ELEVEN,food_beverage
7-ELEVEN 7-ELEVEN 7-ELEVEN,food_beverage
omputer Service  Technical Support,technology
Domino's,rest_drink
citibank,finance_investing
citibank,finance_investing
SHARRON LEWIS the art of interiors,other
glassworks ARCHITECTURAL ART GLASS,other
EMERALD CITY CLEANERS,other
Foxycut Salon,health_pcare
TennisPlaza we serve your game,fashion
Niebla Shoes,fashion
GALIFUTBOL SOCCER OUTLET,fashion
Angel's Secret,fashion
State Farm,finance_investing
La Barberia,health_pcare
Little HAVANA VISITORS CENTER,fashion
BICH KIEU JEWELRY,fashion
CREATIVE TOURS & TRAVEL,other
AIA INSURANCE,finance_investing
ROF MEDICAL CENTER,health_pcare
HAIR-NAILS-SKINCARE,health_pcare
SD COMPUTER REPAIR & WIRELESS,technology
SAM CONSULTING GROUP,other
BoyBboy Salon.com MEN & WOMEN,health_pcare
VINA Acupuncture and Oriental Medicine Clinic,health_pcare
FAMILY DENTAL CARE,health_pcare
SHOES & SANDALS,fashion
BARTELL DRUGS,health_pcare
FRANK'S Barber & Beauty Salon,health_pcare
J&L SHOE REPAIR,fashion
AHI SUSHI BAR,rest_drink
H&R BLOCK TAXES Y MAS,finance_investing
THE HOUSE OF CUBAN COFFEE,rest_drink
D ASIS,fashion
RED LOBSTER,rest_drink
The Optical Boutique,health_pcare
cash Connections BUY SELL TRADE LOAN,finance_investing
U2mobile,technology
JADE HOLIDAY TRAVEL,other
GOLD AND SILVER TRADERS,finance_investing
HO'S HERBS & MASSAGE,health_pcare
Washington Federal,finance_investing
First Insurance Agency,finance_investing
Washington Federal,finance_investing
Washington Federal,finance_investing
Washington Federal,finance_investing
BAYANI TRAVEL,other
FedEx Office,other
FedEx Office,other
BARTELL DRUGS,health_pcare
T Mobile,technology
CLEAN CUT BARBER SHOP,health_pcare
The Purple Store,fashion
ZEBRACLUB,fashion
ZEBRACLUB,fashion
ZEBRACLUB,fashion
JACKSTRAW,fashion
HENRY'S photo video digital,technology
usbank,finance_investing
THE NORTH FACE,fashion
THE NORTH  ,fashion
THE NORTH FACE,fashion
THE NORTH FACE,fashion
CHROME,fashion
CHROME,fashion
FJALLRAVEN,fashion
EYES ON YOU,fashion
sensa salon,health_pcare
EARTHBOUND TRADING Co,fashion
EARTHBOUND TRADING Co,fashion
SIMPLY SEATTLE,other
SIMPLY SEATTLE,other
CUBAN ROLLED CIGARS,other
Peluqueria,health_pcare
Buenes Aires SALON UNISEX,health_pcare
ALL STAR BARBERSHOP,health_pcare
ART GALLERY,other
T Mobile,technology
SUPERIOR TRANSMISSION,other
enterprise,other
HENRY'S photo video digital,technology
INFINITE HEATING,other
POPEYE BARBER SHOP,health_pcare
usbank,finance_investing
ALEXA'S MINI MARKET,food_beverage
CAC FLORIDA Medical Centers,health_pcare
GRAINGER,other
Collision Care Center,other
marenco income tax,finance_investing
SHARP'S OUTDOOR POWER EQUIPMENT,other
Classico BARBERSHOP,health_pcare
WASHING KINGS LAUNDRY,other
FIESTA CAFE SHOP PERUVIAN RESTAURANT,rest_drink
CHARO'S BEAUTY SERVICES,health_pcare
BRILLIANT SALON BY LUZ DESIGNS,health_pcare
Professional Nail,health_pcare
T Mobile,technology
LEON INSURANCE,finance_investing
PAPO ESTILO BARBERSHOP,health_pcare
The Part Works Inc,other
CABINETS & GRANITE,other
Budget ,other
PEPBOYS AUTO SERVICE & TIRES,other
PEPBOYS AUTO SERVICE & TIRES,other
PAIN TREATMENT,health_pcare
WELLNESS CENTER,health_pcare
WELLS FARGO,finance_investing
Q's Roy l Jewellery,fashion
The Sports Medicine Clinic,health_pcare
EYE ASSOCIATES NORTHWEST,health_pcare
Absolute Security Alarms,other
StateFarm,finance_investing
RECNOS PIZZA,rest_drink
Ciao Amici TUTHENTIC ITALIAN CUISINE,rest_drink
MAMA'S YUMMY FOOD MEDITERRANEAN CUISINE DINE IN TAKE OUT CATERING,rest_drink
IJ TIRE CENTER,other
O'Reily AUTO PARTS,other
O'Reily AUTO PARTS,other
urbana APARTMENTS,other
FIVE GUYS,rest_drink
BALLARD DENTAL ARTS,health_pcare
HAPPY NAILS,health_pcare
Corry's Fine DRYCLEANING,other
FUZZY WUZZY RUG CLEANING,other
The PLATINE salon,health_pcare
PACIFIC TAX,finance_investing
PACIFIC TAX,finance_investing
G&F AUTO REPAIR,other
CREATION DENTISTRY,health_pcare
HUSKY SENIOR CARE,health_pcare
JENNY NAILS,health_pcare
THE BOLYWOOD TACOS INDIAN INSPIRED MEXICAN STREET FOOD,rest_drink
CURRY CLUB Restaurant East Indian  Canadian Cuisine,rest_drink
ANN'S HAIR SALON & NAILS,health_pcare
MASA INTEGRATIVE CLINIC,health_pcare
LENDDIRECT PERSONAL LOANS,finance_investing
IRONMAN ORNAMENTAL,fashion
Thy NAILS & SPA,health_pcare
T Mobile,technology
Bank of America,finance_investing
usbank,finance_investing
usbank,finance_investing
usbank,finance_investing
Fine Pub Fare The Stag's Head Pub  Grill,rest_drink
WELLS FARGO,finance_investing
SUNTRUS,finance_investing
Allstate,finance_investing
SUNTRUST,finance_investing
Bella HAIR & SPA,health_pcare
SPARKLE CLEANERS,other
OSHAEA DISCOUNT CENTRE,food_beverage
Bank of America,finance_investing
PHYSIO HEALTH  FITNESS,health_pcare
Bank of America,finance_investing
Bank of America,finance_investing
Washington Federal,finance_investing
"Miami Notary, LLC",finance_investing
Ordany's Wireless,technology
Tshirts Florida Printing & Embroidery,fashion
Tshirts Florida,fashion
UMPQUA BANK,finance_investing
XPLICIT Designs,fashion
Tshirts Florida Printing & Embroidery,fashion
SHOE REPAIR,fashion
BANNER BANK,finance_investing
BANNER BANK,finance_investing
BANNER BANK,finance_investing
TATTOOS  PIERCINGS TATTOOS  PIERCINGS,health_pcare
BANNER BANK,finance_investing
BANNER BANK,finance_investing
H&R BLOCK,finance_investing
BALLARD SQUARE,other
BARTELL DRUGS,health_pcare
usbank,finance_investing
CURRENCY EXCHANGE,finance_investing
usbank ATM,finance_investing
usbank,finance_investing
WELLS FARGO,finance_investing
CHECK CASHING USA PAYROLL ADVANCE WESTERN UNION,finance_investing
FASHWIRE,fashion
KWIK STOP Convenience  Variety,food_beverage
magnolia DENTAL care,health_pcare
9 STAR NAIL,health_pcare
South End Diner TAKE OUT DINE IN CATERING DELIVERY,rest_drink
CHECK CASHING USA PAYROLL ADVANCE WESTERN UNION,finance_investing
Simcoe suds BBAR  GRILL,rest_drink
IANFITNESS,health_pcare
COUNTYWIDE PROPERTIES,finance_investing
BANNER BANK Home Loans,finance_investing
Smile By the Station DENTISTRY,health_pcare
Graham JEWELERS,fashion
HAIR SALON,health_pcare
Desjardins Insurance Tammy Lee Hanlon,finance_investing
Bill Family Restaurant PLACE Best Food In In Town,rest_drink
Top Star Tax Service Daalo Multi-Services Center  Dahabshil Inc,finance_investing
hair design,health_pcare
AMIN INTERNATIONAL GROCEY FASHION,food_beverage
LAUNDRY,other
Taco Street Mexican food,rest_drink
Accident and Injury Care Chiropractic Clinic,health_pcare
HUONG DUNG VETNAMESE CUSINE,rest_drink
T Mobile,technology
VP Studio PRO VIDEO PHOTOGRAPHY PASSPORT PHOTO,technology
abdul's fastfood & Deli,rest_drink
Queen Hair Salon,health_pcare
Neighborhood House,other
BECU,finance_investing
BECU,finance_investing
SMITH'S VARIETY,food_beverage
OGISHIMA & ASSOCIATES INSURANCE Safeco Insurance,finance_investing
CardinalHealth,health_pcare
SEATTLE CREDIT UNION,finance_investing
SEATTLE CREDIT UNION,finance_investing
BANNER BANK,finance_investing
BANNER BANK,finance_investing
WELLS FARGO,finance_investing
WELLS FARGO,finance_investing
CASH SOBRE JOYAS JOYERIA,finance_investing
ELECHAN TOURS INC TRAVEL AGENCY,other
CHINESE ACUPUNCTURE TRADITIONAL MEDICINE,health_pcare
Take Me Away,other
FELIO BOOKKEEPING & TAXES,finance_investing
SAV-ON INSURANCE AGENCIES,finance_investing
WESTERN UNION PAYDA LOANS Money Mart CHECKS CASHED  WESTERN UNION,finance_investing
ORO AND GOLD COMPRAMOS ORO,fashion
COMPRAMOS ORO,fashion
SIGN THE Accuprint PRINTING,technology
BEIJING MASSAGE & SPA,health_pcare
Vicky Salon,health_pcare
CARLOS KICKS & TEES,fashion
DECORACIONES,other
THE BOXING GYM WEST SEATTLE,health_pcare
HAIR & NAILS Beauty Salon,health_pcare
SMOKE TOWN,other
RAT CITY TATTOO,health_pcare
BUD NATION,other
DAVE'S JEWELRY & LOAN,fashion
DAVE'S JEWELRY & LOAN,fashion
FIT BODY SOLUTIONS,health_pcare
T TRADE,other
Washington Federal,finance_investing
Washington Federal,finance_investing
Star Service Printer & Copiers,technology
at&t Authorized Retailer,technology
at&t Authorized Retailer,technology
west seattle VISION,health_pcare
IDEAL WEIGHT LOSS AND WELLNESS,health_pcare
Mailbox WEST,other
SECOND GEAR SPORTS,other
CROWN HAIR,health_pcare
goodmed DIRECT PRIMARY CARE,health_pcare
Be STUDIOS NEW SCHOOL YOGA OLDSCHOOL PILATES INTELLIGENT FITNESS,health_pcare
Be STUDIOS NEW SCHOOL YOGA OLDSCHOOL PILATES INTELLIGENT FITNESS,health_pcare
WELLS FARGO,finance_investing
WELLS FARGO,finance_investing
WELLS FARGO,finance_investing
KeyBank,finance_investing
NURTURING EXPRESSIONS,fashion
"West Seattle Women's Health and Midwifery, PLLC",health_pcare
Benjamin Moore,other
TrueValue,other
Free Topping Pizza,rest_drink
PEGASUS BOOK EXCHANGE,other
USSELL'S JEWELRY,fashion
Serjung's STUDIO OF GIFTS,other
Village Woodworks,other
Village Woodworks,other
Menashe & Sons Jewelers,fashion
WILD ROSE'S ANTIQUES & Home Furnishings,other
Carmila's,fashion
Windermere REAL ESTATE,finance_investing
Windermere REAL ESTATE,finance_investing
Windermere REAL ESTATE,finance_investing
ANTIQUE MALL OF WEST SEATTLE,other
TouchTech Systems Inc,technology
jan's Beauty Supply,health_pcare
Verity CREDI UNION,finance_investing
CHASE,finance_investing
CHASE,finance_investing
TAKE OUT Da Jaste Caribbean Cuisine TAKE OUT,rest_drink
S & G HAIR STUDIO,health_pcare
TOP TECH SMART DEVICES HOME SECURITY,technology
MANY MOONS,fashion
THE FORSYTHE STUDIO,other
Doll Magnet  Boutique,fashion
CHASE,finance_investing
Verity CREDIT UNION,finance_investing
MANY MOONS,fashion
Allstate,finance_investing
funky janes CONSIGNMENT,fashion
Primp,fashion
Adkins Chiropractic,health_pcare
REBECCA MITSUI,other
Rick's Barber Shop,health_pcare
usbank,finance_investing
STYLE TRENDS BOUTIQUE,fashion
AWC WINDOWS,other
TATTOO,health_pcare
Walters PHARMACY,health_pcare
Everything NICE SPA CLOTHING ENTERTAINMENT,fashion
JD BEST AFRO CARIB VARIETY MARKET,food_beverage
Washington Federal,finance_investing
V.I.P OPTICA,health_pcare
WIZARD INCOME TAX,finance_investing
Bank of America,finance_investing
WELLS FARGO,finance_investing
CONVENIENCE PLUC CORNER STORE,food_beverage
UMPQUA BANK,finance_investing
CHOICE TOBACCO,other
TRIBE FITNESS,health_pcare
1st SECURITY BANK different,finance_investing
Saphera Software,technology
OSHAWA TRAVEL LIMITED,other
Washington Federal,finance_investing
WEDGWOOD DENTAL CENTER,health_pcare
French NAIL,health_pcare
"Larry Adatto, DDS FAMILY DENTISTRY",health_pcare
Hair Perfection,health_pcare
Acupuncture & Herb,health_pcare
Karla UNISEX BEAUTY SALON,health_pcare
MRI FACILITY,health_pcare
EXAMEN FISICO PARA INMIGRACiON,other
THE SHOE BOX COLETTE,fashion
SINGER,other
verizon,technology
ASIAN MASSAGE,health_pcare
My Petit Closet,fashion
GLAMOROUS PUPPIES,other
icebar KOREAN BBQ,rest_drink
ADULT BOOK & VIDEO,other
VAPE & SMOKE SHOP,other
VICTOR SUPER DOLLAR,other
OBAMACARE Health Insurance,health_pcare
A&Y Rehabilitation Medical Center,health_pcare
BARTELL DRUGS,health_pcare
BARTELL DRUGS,health_pcare
AVEDA,fashion
AVEDA,fashion
Ravenna Gardens,other
UW Medicine,health_pcare
DURAA CONVENIENCE VARIETY STORE,food_beverage
GENERAL INSURANCE,finance_investing
INCOME TAX,finance_investing
Shanti Threading Salon,health_pcare
BARTELL DRUGS,health_pcare
WELLS FARGO,finance_investing
WELLS FARGO,finance_investing
eyelab,health_pcare
eyelab,health_pcare
UNIVERSITY SMOKE SHOP CIGARS TOBACCO PIPES ACCESSORIES,other
City of seattle Customer Service Center,other
Rainier COPY & PRINT,technology
SUNTRUST,finance_investing
SUNTRUST BANK,finance_investing
VINTAGE,fashion
Valley of Roses Boutique,fashion
Washington Federal,finance_investing
City National Bank,finance_investing
ROYAL YORK PROPERTY MANAGEMENT,finance_investing
APOLLO BANK,finance_investing
Jimenez,fashion
Jimenez Stores,fashion
#IncomeTax & CORPORATE FILINGS,finance_investing
Britannia Jewelers,fashion
INSURANCE,finance_investing
VAPE & SMOKE SHOP,other
VAPE & SMOKE SHOP,other
TD Bank,finance_investing
CARTEL-BAGGERS,technology
Gentlemen's Cut Barber Shop,health_pcare
TAX CONSULTANTS OF MIAMI,finance_investing
LA CAMAGUEYANA,fashion
SEGUROS,finance_investing
Genny's JEWELRY CASH FOR GOLD,fashion
UniVista INSURANCE,finance_investing
Pacific National Bank,finance_investing
FORTUNE INTERNATIONAL REALTY,finance_investing
FORTUNE INTERNATIONAL REALTY,finance_investing
IBERIA BANK,finance_investing
Spices INDIAN ROTI CUISINE,rest_drink
PARKWOOD PHARMACY DIABETES CENTRE,health_pcare
Thai express,rest_drink
Mobile Klinik Professional Smartphone Repair,technology
Saniitas RESEARCH,other
bioped footcare  orthotics,health_pcare
DEROSO WE BUY GOLD / COMPRAMOS ORO,fashion
KING DAVID,fashion
Mucho burrito fresh mexican grill,rest_drink
GOLD KINGDOM WHOLESALE ONLY WE BUY GOLD PLATINUM SILVER  DIAMONDS,fashion
GP JEWELRY,fashion
FAST PAYDAY LOANS,finance_investing
BMO Bank of Montreal,finance_investing
AGM SILVER,fashion
Panera BBREAD,rest_drink
eggsmart RITSON EATERY,rest_drink
freshii,rest_drink
WINERY MAGNOTTA,food_beverage
K Smiles Dental Family and Cosmetic Dentistry,health_pcare
JAY ROSE JEWELRY,fashion
H.S. Jewelry,fashion
CHRONO SKY INC WATCH WORKSHOP,fashion
YAFFA & SONS JEWELRY,fashion
WATCH UNIVERSE,fashion
WATCH UNIVERSE,fashion
SUPER KIDS CHILDREN STORES,fashion
SUPER KIDS/ SK WHOLESALE BACK TO SCHOOL UNIFORM DISTRIBUTOR,fashion
PRECIOUS ORO LAMINADO 18KT GOLD FILLED,fashion
Hippiechic by OP,fashion
ROSENTIAL JEWELERS SUPPLY,fashion
LifeMark Physiotherapy,health_pcare
FEDERAL WATCHES,fashion
CASIO,fashion
Pizza Hut DELIVERY,rest_drink
LAKESHORE FAMILY DENTISTRY,health_pcare
PHARMACY,health_pcare
ANIMAL HOSPITAL,health_pcare
INVICTA,other
TIME ZONE OF MIAMI INC Wholesale & Retail,fashion
Ben & Florentine BREAKFAST LUNCH,rest_drink
AK LAKE MEDICAL CENTRE & SPA,health_pcare
baskiN BR robbiN,rest_drink
SAS SHOES MADE IN USA,fashion
WestShore Dentak Hygiene Clinic,health_pcare
HAIR STUDIO D_Jè VU,health_pcare
VISCO LIQUIDATION DEPOT,fashion
Casa Blanca FURNITURE & MATTRESS,other
STUDIO-D SALON SPA,health_pcare
TaxPro$,finance_investing
SHALOM AMERICA,other
Spirit,other
Digital Marketplace,technology
PERFUMES,health_pcare
AMAZING DISCOUNT DISTRIBUTION CENTER FLORIDA SOUVENIRS PARTY SUPPLY,other
Speech & Occupational Therapy,health_pcare
Arnau Gallery,other
BEAUTY SUPPLY,health_pcare
EQUIPOS MEDICOS,health_pcare
NEW YORK STEPS NEW YORK,fashion
1 First Bank,finance_investing
GNC Live Well,health_pcare
Samsonite AUTHORIZED DEALER,fashion
Alberto Cortes COSMETICS & PERFUMES,health_pcare
Alberto Cortes COSMETICS & PERFUMES,health_pcare
Alberto Cortes COSMETICS & PERFUMES,health_pcare
JAYMARCUS SHOES,fashion
Bank of America,finance_investing
Bank of America,finance_investing
SUPPLY & ADVISE,fashion
BAYFRONT DENTAL,health_pcare
T Mobile,technology
T Mobile,technology
CHASE,finance_investing
CHASE,finance_investing
City National Bank,finance_investing
City National Bank,finance_investing
Taxtore,finance_investing
Optimystik eyewear,health_pcare
SPY SHOP,fashion
FLOWERS,other
EMPENO,fashion
SMOKESHOP,other
EMPIRE PERFUMES COSMETIC RETAIL  WHOLESALE,health_pcare
HAPPY TRAVEL,other
DON TICKET,other
A&L BOUTIQUE,fashion
T Mobile,technology
Payless SHOESOURCE,fashion
ROYAL CROWN FASHION EYEWEAR,health_pcare
ROLEX,fashion
PATEK PHILIPPE,fashion
CENTRO ELECTRONICO DE MIAMI METRO COLOR COMPUTERS ELECTRONICS & COMPUTERS DISCOUNT,technology
FLORIDIAN CONSULTANTS INSURANCE,finance_investing
SIGNS-PRINTING,technology
cricket,technology
FERNAND OPTICAL,health_pcare
SUNTRUST,finance_investing
SIMPLEMobile AUTHORIZED DEALER,technology
PHARMACY,health_pcare
DFC DADE FAMILY COUNSELING CMHC A FULL SERVICE COMMUNITY MENTAL HEALTH CENTER,health_pcare
FLAGLER AGENCY SERVICES TAXES CORPORATIONS NOTARY PUBLIC,finance_investing
PROFESSIONAL INCOME TAXES  CORPORACIONES,finance_investing
WESTERN UNION MONEY ORDERS,finance_investing
Hearing Life,health_pcare
Bank of America,finance_investing
WESTERN UNION,finance_investing
WESTERN UNION,finance_investing
Payless SHOESOURCE,fashion
Payless SHOESOURCE,fashion
marbled meats,food_beverage
AGENTE ATLANTIDA USA,finance_investing
DEBBIE BAIL BONDS,other
SHARP SOCIETY BARBERSHOP,health_pcare
Foot Locker,fashion
Ficohsa Express,other
Labios Bar,rest_drink
PENI DOLLAR DISCOUNT BILLS PAYMENT CENTER MONEY ORDERS,finance_investing
NINETYMILES TATOOSTUDIO,health_pcare
metro by T Mobile ,technology
BEAUTY SALON,health_pcare
WASHING KINGS LAUNDRY,other
WELLS FARGO,finance_investing
WELLS FARGO,finance_investing
Bank of America,finance_investing
WELLS FARGO,finance_investing
T Mobile,technology
Pier 1 imports,fashion
WELLS FARGO,finance_investing
WELLS FARGO,finance_investing
Cafe Mix up,rest_drink
COCOON YOGA STUDIO,health_pcare
URBAN BARBER SHOP,health_pcare
T Mobile,technology
City National Bank,finance_investing
T Mobile,technology
ABC IMAGING,technology
SAM MCDADI REAL ESTATE INC BBROKERAGE,finance_investing
City National Bank,finance_investing
PODORTIS CORP ORTHOTICS & PROSTHETICS SUPPLY,health_pcare
MASSAGE,health_pcare
Sujeiry's Boutique,fashion
Imperial Party Rentals,other
Caribe Express,other
Margaret Beauty Salon UNISEX,health_pcare
Bank of America,finance_investing
STARES GROUP CUSTOM T-SHIRTS HATS & MORE,fashion
TURQUOISE DAY SPA & SKIN CARE,health_pcare
"CLOTHING, DESIGN & ALTERATIONS",fashion
SHOE REPAIR LEATHER WORKS,fashion
SUPER CLEANERS TINTORERIA SAME DAY SERVICE,other
SUPER CLEANERS,other
CUBA,other
ORDANY'S ELECTRONICS SIMPLE Mobile PHONES REPAIR ACC,technology
BOTANICA YEMAYA & CHANGO,fashion
USA INTERNATIONAL SERVICES,finance_investing
CHIROPRACTIC WELLNESS GROUP,health_pcare
FRANCESCO salon and spa,health_pcare
SOFACOLCHON MATTRESS & FURNITURE,other
RIBIS CUTLERY BEAUTY & BARBER SUPPLY,health_pcare
TIRE SUPERMARKET,food_beverage
LADVA TODO PARA CUBA,fashion
FUNERAL FLOWERS DISCOUNT FLOWERS,other
Pinky's Movie Xpress,other
Eye Candy,health_pcare
SKIN TAG & MOLE REMOVAL Laser Hair Removal & Skin Treatments Chemical Peels Photofacials,health_pcare
The Lord of Jewelry,fashion
TATTOO,health_pcare
ACQUA BLUE SPA FAJAS COLOMBIANAS,health_pcare
THE NAIL BAR,health_pcare
THE BLOW DRY BAR,rest_drink
IMPACT WINDOWS & DOORS,other
Sutil JEWELRY,fashion
wax fashion,fashion
BAMBU FLOWERS & EVENTS,other
El Pelon BARBER SHOP,health_pcare
West Miami Jewelry & Pawn,fashion
BOTANICA OSHAINLE,other
LAW OFFICES DAVID S. KAUFMAN P.A,finance_investing
Jewelry & Accessories,fashion
Advanced Auto Parts,other
OCEAN BANK,finance_investing
INCOME TAX,finance_investing
SIMPLE Mobile,technology
A by Arturo Orta Salon,health_pcare
CLAUDIA COMMUNITY SERVICES,other
Payless SHOESOURCE,fashion
HR Glass & Mirror,other
Payless SHOESOURCE,fashion
D Love Jewelry,fashion
IMMIGRATION NOTARY PUBLIC INCOME TAX,finance_investing
cricket,technology
BALADO,technology
FASHION STOP,fashion
TOP Beauty Salon,health_pcare
Ana's Pet Grooming,other
ART PRINTING CA,technology
Options,technology
PROLOCK & SAFE DOORS & FRAMES LOCKSMITH SECURITY HARDWARE,other
T Mobile,technology
T Mobile,technology
VENUS MEDICAL SPA,health_pcare
ESTRELLA INSURANCE,finance_investing
AM Phone Repair,technology
FAJAS COLOMBIANAS Wonderfit,fashion
NAILS ORIENTAL,health_pcare
BEER STORE,food_beverage
ROBINSON #1 PET SHOP,other
ACCOUNTING TAX NOTARY,finance_investing
Mercury Insurance Group,finance_investing
INSURANCE,finance_investing
INTEGRA INSURANCE,finance_investing
PAINTBALL,other
DON'T JUST WATCH TV DIRECTV,technology
LABORATORIO DENTAL,health_pcare
ILE BUYOCO BOTANICA,other
Almendores BARBER SHOP,health_pcare
Tim Hortons,rest_drink
BOSS BOUTIQUE,fashion
S L SERVICE SALES SERVICE PARTS,other
"UNIVERSAL THERAPY CENTER, INC",health_pcare
Havana Gardens MULTISERVICES,other
EL NUEVO DOLAR STORE,other
OLMEDO PRINTING,technology
ROLEX-DIAMONDS-GOLD,fashion
BOTANICA FLAMINGO PET SHOP,other
CLAU'S PHOTO STUDIO,technology
CLAU'S PHOTO STUDIO,technology
IAC FINANCIAL CHECK CASHING,finance_investing
TRIUMPH INSURANCE,finance_investing
HANAMI VARIETY STORE,other
EL ENCANTO JEWELRY PAWN SHOP,fashion
ACADEMIA DEL VIOLIN CLASES DE MUSICA,other
SMOKE SHOP,other
A&G BOUTIQUE,fashion
LEGACY WORX Career Services,other
pizza pizza Hot Fresh,rest_drink
MAGNIFIQUE GARDEN FLOWER SHOP,other
PERFUMES RETAIL & WHOLESALE,fashion
GISEL'S OPTICAL,health_pcare
PHOENIX DISCOUNT,other
FISCAL AGENTS SAVINGS & INVESTMENT,finance_investing
Gelato and Espresso Bar,rest_drink
REAL ESTATE CLASSES FREE TRAINING,finance_investing
Century 21 DORAR REALTY RESIDENTIAL DIVISION,finance_investing
ALL FLORIDA MORTGAGE,finance_investing
FREE STATE TAX SERVICE,finance_investing
PETER DEVINE HAIR DESIGN,health_pcare
WASH HYDRO,other
Lucky's Deli & Market,food_beverage
CONVENIENCE STORE,food_beverage
DONBURI,fashion
Bom RESTAURANT & BAR,rest_drink
Sweetie NAILS & SPA,health_pcare
M&T Bank,finance_investing
M&T Bank,finance_investing
CELADON,health_pcare
JOS.A.BANK,finance_investing
HILLTOP CARRY OUT PIZZA GYROS SUBS SALADS WRAPS,rest_drink
NORDSTORM rack,fashion
CHIPOTLE,rest_drink
NORDSTORM rack,fashion
NORDSTORM rack,fashion
EAGLE BANK,finance_investing
EAGLE BANK,finance_investing
Pfefferkorn's COFFEE,rest_drink
LUCKY STAR TOBACCO & GROCERY,food_beverage
YORK CLUB TAVERN,rest_drink
Bank of America,finance_investing
PIVOT PHYSICAL THERAPY,health_pcare
BLAZING STYLES BEAUTY SALON,health_pcare
4U TAILOR & CLEANER,fashion
CAPLAN'S STORE PATENT MEDCINE BEER WINE LIQUOR,food_beverage
THAI RESTAURANT FINE CUISINE,rest_drink
INTERNATIONAL GROCERY & HALAL MEAT INC. HALAL MEAT SPICY FOOD GROCERY FRESH PRODUCE ARABIAN AFRICAN INDIAN NEPALI PAKISTAN BANGLADESH,food_beverage
LIGHT CARRY OUT FRIED CHICKEN LAKE TROUT SUBS BREAKFAST LUNCH DINNER,rest_drink
UNITED BANK,finance_investing
Roots,fashion
J.CREW,fashion
PRIMO 20/20 CARRY OUT SUBS SANDWICHES FRIED CHICKEN LAKE TROUT,rest_drink
BIG JOE'S LOVE NEST,food_beverage
LUCKY BRAND,fashion
FedExOffice,other
Charles Village DISCOUNT STORE,food_beverage
Charles Village DISCOUNT STORE,food_beverage
FedExOffice,other
DESIGN WITHIN REACH,fashion
CORNER Carry Out,rest_drink
Running Company,health_pcare
DO'S CUSTOM TAILOR,fashion
DO'S FORMAL WEAR,fashion
TREK,health_pcare
TREK,health_pcare
TREK,health_pcare
GEORGETOWN GOURMET,food_beverage
FRIEND GENERAL STORE BEAUTY SUPPLY,health_pcare
boostmobile,technology
Cindy's Chicken N Fish Sub BREAKFAST LUNCH DINNER CHEESESTEAK BURGERS SANDWICHES WINGS,rest_drink
Mr. Bobby's CHICKEN,rest_drink
ONWARD RESERVE,other
Lilly Pulitzer,fashion
CALVIN KLEIN UNDERWEAR,fashion
BILLY REID,fashion
WOW! TOBACCO & GROCERY,food_beverage
IN & OUT GROCERY,food_beverage
WARBY PARKER,health_pcare
ATHLETA,fashion
miss Carter's Kitchen,rest_drink
VANS,fashion
CHIPOTLE,rest_drink
sunglass hut,health_pcare
SPORTS ZONE ,fashion
Capital One Bank,finance_investing
Capital One Bank,finance_investing
francesca's,fashion
BODEGA,rest_drink
THE WALKING COMPANY,other
ALEX AND ANI,fashion
bluemercury,health_pcare
E-Z CONVENIENCE & DELI,food_beverage
CUSP,fashion
TTR Sotheby INTERNATIONAL REALTY,finance_investing
ANTIQUES,other
Market Street Diamonds,fashion
Capital One Bank,finance_investing
Capital One Bank,finance_investing
Capital One,finance_investing
E A FRANKLIN GROCERY INC,food_beverage
Poychic Sporotialc,health_pcare
TRISH JUICE,rest_drink
RALPH LAUREN,fashion
SEE,health_pcare
Roberto's Supermarket & Deli,food_beverage
GAP,fashion
A & M GROCERY ATM GROCERY SNACKS SODA TOBACCO,food_beverage
lou lou,fashion
LIQUOR LIQUOR,food_beverage
AMAZING GRACE INTERNATIONAL FOOD AND VARIETIES GROCERIES JEWELRY HAIR PRODUCTS SOFT DRINKS,food_beverage
PRINCE & PRINCESS,fashion
POLI,fashion
STUDIO,other
Riccardi Clothier,fashion
BB&T,finance_investing
M&T Bank,finance_investing
JEWELRY CENTER,fashion
Lennette's FINAL TOUCH Hair and Nail Salon,health_pcare
BOSS HUGO BOSS,fashion
SHEAR INTENSITY HAIR SALON,health_pcare
STADIUM LOUNGE PACKAGE GOODS,food_beverage
STEREO & JEWELRY EXCHANGE BUY SELL,technology
COMPUTER PLUS,technology
LYNN LOUISA,fashion
MARSTON LUCE,fashion
